k,nmi,nmi_female,nmi_male,misaligned
4,0.6227189619033553,0.7582667906881756,0.5714138050488163,122
5,0.6176862012707328,0.7521171333056966,0.5806574391113588,143
6,0.6432423249083926,0.7658826616836693,0.6117899310964406,137
7,0.5766318178058829,0.7066718918447822,0.6315801056499529,229
8,0.5971820445160082,0.732021650153323,0.6175259757560522,233
9,0.6037592270288963,0.7346908374271585,0.6274492861134665,238
10,0.6030623687437434,0.7186306036698792,0.6354780377037248,257
