k,nmi,nmi_female,nmi_male,misaligned
4,0.6582286424924568,0.5478099529547269,0.8146541128119886,117
5,0.5504613534434586,0.41182566866994347,0.7644560500499789,190
6,0.580147983466932,0.48488668433099996,0.7567776837138782,192
7,0.5831577575123668,0.4923542246647722,0.7461171233846796,201
8,0.6390755515814843,0.5702765718262202,0.7783975700988278,191
9,0.6049390848213658,0.5225282652641569,0.754388146602888,216
10,0.6607562938669223,0.5625195415977805,0.8033802049406251,192
